time,total_halts,cumulative_arrivals,running_avg_wait,per_tl_halts,active_veh
68.0,3,3,7.666666666666667,0;2;1;0,7
69.0,2,3,7.666666666666667,0;1;1;0,7
70.0,2,3,7.666666666666667,0;1;1;0,7
71.0,3,3,7.666666666666667,0;2;1;0,7
72.0,3,3,7.666666666666667,0;2;1;0,7
73.0,2,3,7.666666666666667,0;1;1;0,7
74.0,2,3,7.666666666666667,0;1;1;0,7
75.0,2,3,7.666666666666667,0;1;1;0,7
76.0,3,3,7.666666666666667,1;1;1;0,7
77.0,2,3,7.666666666666667,0;1;1;0,7
78.0,3,3,7.666666666666667,1;1;1;0,7
79.0,4,3,7.666666666666667,2;1;1;0,7
80.0,4,3,7.666666666666667,2;1;1;0,7
81.0,6,3,7.666666666666667,2;2;1;1,9
82.0,4,3,7.666666666666667,2;1;1;0,9
83.0,4,3,7.666666666666667,2;1;1;0,9
84.0,4,3,7.666666666666667,2;1;1;0,9
85.0,4,3,7.666666666666667,2;1;1;0,9
86.0,4,3,7.666666666666667,2;1;1;0,9
87.0,4,3,7.666666666666667,2;1;1;0,9
88.0,4,3,7.666666666666667,2;1;1;0,9
89.0,4,3,7.666666666666667,2;1;1;0,9
90.0,4,3,7.666666666666667,2;1;1;0,9
91.0,6,3,7.666666666666667,4;1;1;0,11
92.0,4,3,7.666666666666667,2;1;1;0,11
93.0,4,3,7.666666666666667,2;1;1;0,11
94.0,4,3,7.666666666666667,2;1;1;0,11
95.0,5,3,7.666666666666667,2;1;1;1,11
